0	Car	HK	0-100	KM driven	KM/L	Price	Year	Doors	Motor
2572	Opel Corsa	85.0	13.6	25	19.6	119900	2014	5.0	1.2
2573	Citroën Grand	120.0	13.6	2	25.0	244800	2017	5.0	1.6
2574	Toyota Auris	126.0	10.3	96	19.2	114800	2011	5.0	2.0
2575	Seat Arona	115.0	11.1	3	20.0	264318	2018	5.0	1.0
2576	Mitsubishi Space	80.0	11.7	28	23.3	79900	2015	5.0	1.2
2577	Porsche Macan	400.0	4.8	0	10.9	2229968	2018	5.0	3.6
2578	Toyota Avensis	132.0	10.6	186	15.2	119800	2010	5.0	1.6
2579	BMW 530d	245.0	6.9	173	15.4	319900	2010	5.0	3.0
2580	DS DS	180.0	9.2	21	23.3	314900	2015	5.0	2.0
2581	Mercedes C220	170.0	8.1	61	25.0	369900	2014	4.0	2.2
2582	Skoda Octavia	115.0	10.1	15	24.4	249900	2018	5.0	1.6
2583	Opel Astra	105.0	11.7	5	23.3	209900	2017	5.0	1.0
2584	Audi A6	190.0	8.5	66	22.7	529900	2015	5.0	2.0
2585	VW Polo	90.0	10.8	11	21.3	164800	2017	5.0	1.2
2586	Volvo V60	181.0	7.6	62	26.3	299700	2015	5.0	2.0
2587	Ford S	140.0	10.2	112	17.9	239900	2012	5.0	2.0
2588	BMW 435i	306.0	5.0	44	12.0	689900	2015	5.0	3.0
2589	Citroën C3	82.0	12.3	37	23.3	99990	2016	5.0	1.2
2590	VW Touareg	262.0	7.3	39	15.2	749900	2015	5.0	3.0
2591	Mercedes E63	557.0	3.8	59	9.5	1249900	2014	5.0	5.5
2592	Skoda Octavia	140.0	9.6	217	18.9	99900	2011	5.0	2.0
2593	Volvo V60	190.0	7.3	8	17.2	424900	2018	5.0	2.0
2594	Hyundai i30	100.0	13.2	53	17.9	129900	2012	5.0	1.4
2595	Ford Focus	95.0	12.5	15	23.8	159900	2011	5.0	1.6
2596	Peugeot 2008	100.0	11.3	13	28.6	169900	2017	5.0	1.6
2597	Opel Corsa	90.0	13.2	11	20.0	134900	2016	5.0	1.4
2598	Mercedes S63	525.0	9.891626113304564	113	20.24215407216968	749900	2007	4.0	6.3
2599	Opel Corsa	85.0	13.6	25	19.6	119900	2014	5.0	1.2
2600	Citroën Grand	120.0	13.6	2	25.0	244800	2017	5.0	1.6
2601	Toyota Auris	126.0	10.3	96	19.2	114800	2011	5.0	2.0
2602	Seat Arona	115.0	11.1	3	20.0	264318	2018	5.0	1.0
2603	Mitsubishi Space	80.0	11.7	28	23.3	79900	2015	5.0	1.2
2604	Porsche Macan	400.0	4.8	0	10.9	2229968	2018	5.0	3.6
2605	Toyota Avensis	132.0	10.6	186	15.2	119800	2010	5.0	1.6
2606	BMW 530d	245.0	6.9	173	15.4	319900	2010	5.0	3.0
2607	DS DS	180.0	9.2	21	23.3	314900	2015	5.0	2.0
2608	Opel Insignia	140.0	12.2	105	12.8	129900	2010	5.0	1.8
2609	Mercedes C220	170.0	8.1	61	25.0	369900	2014	4.0	2.2
2610	Skoda Octavia	115.0	10.1	15	24.4	249900	2018	5.0	1.6
2611	Opel Astra	105.0	11.7	5	23.3	209900	2017	5.0	1.0
2612	Audi A6	190.0	8.5	66	22.7	529900	2015	5.0	2.0
2613	VW Polo	90.0	10.8	11	21.3	164800	2017	5.0	1.2
2614	Volvo V60	181.0	7.6	62	26.3	299700	2015	5.0	2.0
2615	Ford S	140.0	10.2	112	17.9	239900	2012	5.0	2.0
2616	BMW 435i	306.0	5.0	44	12.0	689900	2015	5.0	3.0
2617	Citroën C3	82.0	12.3	37	23.3	99990	2016	5.0	1.2
2618	VW Touareg	262.0	7.3	39	15.2	749900	2015	5.0	3.0
2619	Mercedes E63	557.0	3.8	59	9.5	1249900	2014	5.0	5.5
2620	Skoda Octavia	140.0	9.6	217	18.9	99900	2011	5.0	2.0
2621	Volvo V60	190.0	7.3	8	17.2	424900	2018	5.0	2.0
2622	Hyundai i30	100.0	13.2	53	17.9	129900	2012	5.0	1.4
2623	Ford Focus	95.0	12.5	15	23.8	159900	2011	5.0	1.6
2624	Peugeot 2008	100.0	11.3	13	28.6	169900	2017	5.0	1.6
2625	Opel Corsa	90.0	13.2	11	20.0	134900	2016	5.0	1.4
2626	Mercedes S63	525.0	9.891626113304564	113	20.24215407216968	749900	2007	4.0	6.3
2627	Opel Corsa	85.0	13.6	25	19.6	119900	2014	5.0	1.2
2628	Citroën Grand	120.0	13.6	2	25.0	244800	2017	5.0	1.6
2629	Toyota Auris	126.0	10.3	96	19.2	114800	2011	5.0	2.0
2630	Seat Arona	115.0	11.1	3	20.0	264318	2018	5.0	1.0
2631	Mitsubishi Space	80.0	11.7	28	23.3	79900	2015	5.0	1.2
2632	Porsche Macan	400.0	4.8	0	10.9	2229968	2018	5.0	3.6
2633	Toyota Avensis	132.0	10.6	186	15.2	119800	2010	5.0	1.6
2634	BMW 530d	245.0	6.9	173	15.4	319900	2010	5.0	3.0
2635	DS DS	180.0	9.2	21	23.3	314900	2015	5.0	2.0
2636	Opel Insignia	140.0	12.2	105	12.8	129900	2010	5.0	1.8
2637	BMW 318d	143.0	9.2	161	22.2	267000	2014	5.0	2.0
2638	Mercedes C220	170.0	8.1	61	25.0	369900	2014	4.0	2.2
2639	Skoda Octavia	115.0	10.1	15	24.4	249900	2018	5.0	1.6
2640	Opel Astra	105.0	11.7	5	23.3	209900	2017	5.0	1.0
2641	Audi A6	190.0	8.5	66	22.7	529900	2015	5.0	2.0
2642	VW Polo	90.0	10.8	11	21.3	164800	2017	5.0	1.2
2643	Volvo V60	181.0	7.6	62	26.3	299700	2015	5.0	2.0
2644	Ford S	140.0	10.2	112	17.9	239900	2012	5.0	2.0
2645	BMW 435i	306.0	5.0	44	12.0	689900	2015	5.0	3.0
2646	Citroën C3	82.0	12.3	37	23.3	99990	2016	5.0	1.2
2647	VW Touareg	262.0	7.3	39	15.2	749900	2015	5.0	3.0
2648	Mercedes E63	557.0	3.8	59	9.5	1249900	2014	5.0	5.5
2649	Skoda Octavia	140.0	9.6	217	18.9	99900	2011	5.0	2.0
2650	Volvo V60	190.0	7.3	8	17.2	424900	2018	5.0	2.0
2651	Hyundai i30	100.0	13.2	53	17.9	129900	2012	5.0	1.4
2652	Ford Focus	95.0	12.5	15	23.8	159900	2011	5.0	1.6
2653	Peugeot 2008	100.0	11.3	13	28.6	169900	2017	5.0	1.6
2654	Opel Corsa	90.0	13.2	11	20.0	134900	2016	5.0	1.4
2655	Mercedes S63	525.0	9.891626113304564	113	20.24215407216968	749900	2007	4.0	6.3
2656	Opel Corsa	85.0	13.6	25	19.6	119900	2014	5.0	1.2
2657	Citroën Grand	120.0	13.6	2	25.0	244800	2017	5.0	1.6
2658	Toyota Auris	126.0	10.3	96	19.2	114800	2011	5.0	2.0
2659	Seat Arona	115.0	11.1	3	20.0	264318	2018	5.0	1.0
2660	Mitsubishi Space	80.0	11.7	28	23.3	79900	2015	5.0	1.2
2661	Porsche Macan	400.0	4.8	0	10.9	2229968	2018	5.0	3.6
2662	Toyota Avensis	132.0	10.6	186	15.2	119800	2010	5.0	1.6
2663	BMW 530d	245.0	6.9	173	15.4	319900	2010	5.0	3.0
2664	DS DS	180.0	9.2	21	23.3	314900	2015	5.0	2.0
2665	BMW 318d	143.0	9.2	161	22.2	267000	2014	5.0	2.0
2666	Mercedes C220	170.0	8.1	61	25.0	369900	2014	4.0	2.2
2667	Skoda Octavia	115.0	10.1	15	24.4	249900	2018	5.0	1.6
2668	Opel Astra	105.0	11.7	5	23.3	209900	2017	5.0	1.0
2669	Audi A6	190.0	8.5	66	22.7	529900	2015	5.0	2.0
2670	VW Polo	90.0	10.8	11	21.3	164800	2017	5.0	1.2
2671	Volvo V60	181.0	7.6	62	26.3	299700	2015	5.0	2.0
2672	Ford S	140.0	10.2	112	17.9	239900	2012	5.0	2.0
2673	BMW 435i	306.0	5.0	44	12.0	689900	2015	5.0	3.0
2674	Citroën C3	82.0	12.3	37	23.3	99990	2016	5.0	1.2
2675	VW Touareg	262.0	7.3	39	15.2	749900	2015	5.0	3.0
2676	Mercedes E63	557.0	3.8	59	9.5	1249900	2014	5.0	5.5
2677	Skoda Octavia	140.0	9.6	217	18.9	99900	2011	5.0	2.0
2678	Volvo V60	190.0	7.3	8	17.2	424900	2018	5.0	2.0
2679	Hyundai i30	100.0	13.2	53	17.9	129900	2012	5.0	1.4
2680	Ford Focus	95.0	12.5	15	23.8	159900	2011	5.0	1.6
2681	Peugeot 2008	100.0	11.3	13	28.6	169900	2017	5.0	1.6
2682	Opel Corsa	90.0	13.2	11	20.0	134900	2016	5.0	1.4
2683	Mercedes S63	525.0	9.891626113304564	113	20.24215407216968	749900	2007	4.0	6.3
2684	Opel Corsa	85.0	13.6	25	19.6	119900	2014	5.0	1.2
2685	Citroën Grand	120.0	13.6	2	25.0	244800	2017	5.0	1.6
2686	Toyota Auris	126.0	10.3	96	19.2	114800	2011	5.0	2.0
2687	Seat Arona	115.0	11.1	3	20.0	264318	2018	5.0	1.0
2688	Mitsubishi Space	80.0	11.7	28	23.3	79900	2015	5.0	1.2
2689	Porsche Macan	400.0	4.8	0	10.9	2229968	2018	5.0	3.6
2690	Toyota Avensis	132.0	10.6	186	15.2	119800	2010	5.0	1.6
2691	BMW 530d	245.0	6.9	173	15.4	319900	2010	5.0	3.0
2692	DS DS	180.0	9.2	21	23.3	314900	2015	5.0	2.0
2693	Mercedes C220	170.0	8.1	61	25.0	369900	2014	4.0	2.2
2694	Skoda Octavia	115.0	10.1	15	24.4	249900	2018	5.0	1.6
2695	Opel Astra	105.0	11.7	5	23.3	209900	2017	5.0	1.0
2696	Audi A6	190.0	8.5	66	22.7	529900	2015	5.0	2.0
2697	VW Polo	90.0	10.8	11	21.3	164800	2017	5.0	1.2
2698	Volvo V60	181.0	7.6	62	26.3	299700	2015	5.0	2.0
2699	Ford S	140.0	10.2	112	17.9	239900	2012	5.0	2.0
2700	BMW 435i	306.0	5.0	44	12.0	689900	2015	5.0	3.0
2701	Citroën C3	82.0	12.3	37	23.3	99990	2016	5.0	1.2
2702	VW Touareg	262.0	7.3	39	15.2	749900	2015	5.0	3.0
2703	Mercedes E63	557.0	3.8	59	9.5	1249900	2014	5.0	5.5
2704	Skoda Octavia	140.0	9.6	217	18.9	99900	2011	5.0	2.0
2705	Volvo V60	190.0	7.3	8	17.2	424900	2018	5.0	2.0
2706	Hyundai i30	100.0	13.2	53	17.9	129900	2012	5.0	1.4
2707	Ford Focus	95.0	12.5	15	23.8	159900	2011	5.0	1.6
2708	Peugeot 2008	100.0	11.3	13	28.6	169900	2017	5.0	1.6
2709	Opel Corsa	90.0	13.2	11	20.0	134900	2016	5.0	1.4
2710	Mercedes S63	525.0	9.891626113304564	113	20.24215407216968	749900	2007	4.0	6.3
2711	Opel Corsa	85.0	13.6	25	19.6	119900	2014	5.0	1.2
2712	Citroën Grand	120.0	13.6	2	25.0	244800	2017	5.0	1.6
2713	Toyota Auris	126.0	10.3	96	19.2	114800	2011	5.0	2.0
2714	Seat Arona	115.0	11.1	3	20.0	264318	2018	5.0	1.0
2715	Mitsubishi Space	80.0	11.7	28	23.3	79900	2015	5.0	1.2
2716	Porsche Macan	400.0	4.8	0	10.9	2229968	2018	5.0	3.6
2717	Toyota Avensis	132.0	10.6	186	15.2	119800	2010	5.0	1.6
2718	BMW 530d	245.0	6.9	173	15.4	319900	2010	5.0	3.0
2719	DS DS	180.0	9.2	21	23.3	314900	2015	5.0	2.0
2720	Opel Insignia	140.0	12.2	105	12.8	129900	2010	5.0	1.8
2721	BMW 318d	143.0	9.2	161	22.2	267000	2014	5.0	2.0
2722	Mercedes C220	170.0	8.1	61	25.0	369900	2014	4.0	2.2
2723	Skoda Octavia	115.0	10.1	15	24.4	249900	2018	5.0	1.6
2724	Opel Astra	105.0	11.7	5	23.3	209900	2017	5.0	1.0
2725	Audi A6	190.0	8.5	66	22.7	529900	2015	5.0	2.0
2726	VW Polo	90.0	10.8	11	21.3	164800	2017	5.0	1.2
2727	Volvo V60	181.0	7.6	62	26.3	299700	2015	5.0	2.0
2728	Ford S	140.0	10.2	112	17.9	239900	2012	5.0	2.0
2729	BMW 435i	306.0	5.0	44	12.0	689900	2015	5.0	3.0
2730	Citroën C3	82.0	12.3	37	23.3	99990	2016	5.0	1.2
2731	VW Touareg	262.0	7.3	39	15.2	749900	2015	5.0	3.0
2732	Mercedes E63	557.0	3.8	59	9.5	1249900	2014	5.0	5.5
2733	Skoda Octavia	140.0	9.6	217	18.9	99900	2011	5.0	2.0
2734	Volvo V60	190.0	7.3	8	17.2	424900	2018	5.0	2.0
2735	Hyundai i30	100.0	13.2	53	17.9	129900	2012	5.0	1.4
2736	Ford Focus	95.0	12.5	15	23.8	159900	2011	5.0	1.6
2737	Peugeot 2008	100.0	11.3	13	28.6	169900	2017	5.0	1.6
2738	Opel Corsa	90.0	13.2	11	20.0	134900	2016	5.0	1.4
2739	Mercedes S63	525.0	9.891626113304564	113	20.24215407216968	749900	2007	4.0	6.3
2740	Opel Corsa	85.0	13.6	25	19.6	119900	2014	5.0	1.2
2741	Citroën Grand	120.0	13.6	2	25.0	244800	2017	5.0	1.6
2742	Toyota Auris	126.0	10.3	96	19.2	114800	2011	5.0	2.0
2743	Seat Arona	115.0	11.1	3	20.0	264318	2018	5.0	1.0
2744	Mitsubishi Space	80.0	11.7	28	23.3	79900	2015	5.0	1.2
2745	Porsche Macan	400.0	4.8	0	10.9	2229968	2018	5.0	3.6
2746	Toyota Avensis	132.0	10.6	186	15.2	119800	2010	5.0	1.6
2747	BMW 530d	245.0	6.9	173	15.4	319900	2010	5.0	3.0
2748	DS DS	180.0	9.2	21	23.3	314900	2015	5.0	2.0
2749	BMW 318d	143.0	9.2	161	22.2	267000	2014	5.0	2.0
2750	Mercedes C220	170.0	8.1	61	25.0	369900	2014	4.0	2.2
2751	Skoda Octavia	115.0	10.1	15	24.4	249900	2018	5.0	1.6
2752	Opel Astra	105.0	11.7	5	23.3	209900	2017	5.0	1.0
2753	Audi A6	190.0	8.5	66	22.7	529900	2015	5.0	2.0
2754	VW Polo	90.0	10.8	11	21.3	164800	2017	5.0	1.2
2755	Volvo V60	181.0	7.6	62	26.3	299700	2015	5.0	2.0
2756	Ford S	140.0	10.2	112	17.9	239900	2012	5.0	2.0
2757	BMW 435i	306.0	5.0	44	12.0	689900	2015	5.0	3.0
2758	Citroën C3	82.0	12.3	37	23.3	99990	2016	5.0	1.2
2759	VW Touareg	262.0	7.3	39	15.2	749900	2015	5.0	3.0
2760	Mercedes E63	557.0	3.8	59	9.5	1249900	2014	5.0	5.5
2761	Skoda Octavia	140.0	9.6	217	18.9	99900	2011	5.0	2.0
2762	Volvo V60	190.0	7.3	8	17.2	424900	2018	5.0	2.0
2763	Hyundai i30	100.0	13.2	53	17.9	129900	2012	5.0	1.4
2764	Ford Focus	95.0	12.5	15	23.8	159900	2011	5.0	1.6
2765	Peugeot 2008	100.0	11.3	13	28.6	169900	2017	5.0	1.6
2766	Opel Corsa	90.0	13.2	11	20.0	134900	2016	5.0	1.4
2767	Mercedes S63	525.0	9.891626113304564	113	20.24215407216968	749900	2007	4.0	6.3
2768	Opel Corsa	85.0	13.6	25	19.6	119900	2014	5.0	1.2
2769	Citroën Grand	120.0	13.6	2	25.0	244800	2017	5.0	1.6
2770	Toyota Auris	126.0	10.3	96	19.2	114800	2011	5.0	2.0
2771	Seat Arona	115.0	11.1	3	20.0	264318	2018	5.0	1.0
2772	Mitsubishi Space	80.0	11.7	28	23.3	79900	2015	5.0	1.2
2773	Porsche Macan	400.0	4.8	0	10.9	2229968	2018	5.0	3.6
2774	Toyota Avensis	132.0	10.6	186	15.2	119800	2010	5.0	1.6
2775	BMW 530d	245.0	6.9	173	15.4	319900	2010	5.0	3.0
2776	DS DS	180.0	9.2	21	23.3	314900	2015	5.0	2.0
2777	BMW 318d	143.0	9.2	161	22.2	267000	2014	5.0	2.0
2778	Mercedes C220	170.0	8.1	61	25.0	369900	2014	4.0	2.2
2779	Skoda Octavia	115.0	10.1	15	24.4	249900	2018	5.0	1.6
2780	Opel Astra	105.0	11.7	5	23.3	209900	2017	5.0	1.0
2781	Audi A6	190.0	8.5	66	22.7	529900	2015	5.0	2.0
2782	VW Polo	90.0	10.8	11	21.3	164800	2017	5.0	1.2
2783	Volvo V60	181.0	7.6	62	26.3	299700	2015	5.0	2.0
2784	Ford S	140.0	10.2	112	17.9	239900	2012	5.0	2.0
2785	BMW 435i	306.0	5.0	44	12.0	689900	2015	5.0	3.0
2786	Citroën C3	82.0	12.3	37	23.3	99990	2016	5.0	1.2
2787	VW Touareg	262.0	7.3	39	15.2	749900	2015	5.0	3.0
2788	Mercedes E63	557.0	3.8	59	9.5	1249900	2014	5.0	5.5
2789	Skoda Octavia	140.0	9.6	217	18.9	99900	2011	5.0	2.0
2790	Volvo V60	190.0	7.3	8	17.2	424900	2018	5.0	2.0
2791	Hyundai i30	100.0	13.2	53	17.9	129900	2012	5.0	1.4
2792	Ford Focus	95.0	12.5	15	23.8	159900	2011	5.0	1.6
2793	Peugeot 2008	100.0	11.3	13	28.6	169900	2017	5.0	1.6
2794	Opel Corsa	90.0	13.2	11	20.0	134900	2016	5.0	1.4
2795	Mercedes S63	525.0	9.891626113304564	113	20.24215407216968	749900	2007	4.0	6.3
2796	Opel Corsa	85.0	13.6	25	19.6	119900	2014	5.0	1.2
2797	Citroën Grand	120.0	13.6	2	25.0	244800	2017	5.0	1.6
2798	Toyota Auris	126.0	10.3	96	19.2	114800	2011	5.0	2.0
2799	Seat Arona	115.0	11.1	3	20.0	264318	2018	5.0	1.0
2800	Mitsubishi Space	80.0	11.7	28	23.3	79900	2015	5.0	1.2
2801	Porsche Macan	400.0	4.8	0	10.9	2229968	2018	5.0	3.6
2802	Toyota Avensis	132.0	10.6	186	15.2	119800	2010	5.0	1.6
2803	BMW 530d	245.0	6.9	173	15.4	319900	2010	5.0	3.0
2804	DS DS	180.0	9.2	21	23.3	314900	2015	5.0	2.0
2805	BMW 318d	143.0	9.2	161	22.2	267000	2014	5.0	2.0
2806	Mercedes C220	170.0	8.1	61	25.0	369900	2014	4.0	2.2
2807	Skoda Octavia	115.0	10.1	15	24.4	249900	2018	5.0	1.6
2808	Opel Astra	105.0	11.7	5	23.3	209900	2017	5.0	1.0
2809	Audi A6	190.0	8.5	66	22.7	529900	2015	5.0	2.0
2810	VW Polo	90.0	10.8	11	21.3	164800	2017	5.0	1.2
2811	Volvo V60	181.0	7.6	62	26.3	299700	2015	5.0	2.0
2812	Ford S	140.0	10.2	112	17.9	239900	2012	5.0	2.0
2813	BMW 435i	306.0	5.0	44	12.0	689900	2015	5.0	3.0
2814	Citroën C3	82.0	12.3	37	23.3	99990	2016	5.0	1.2
2815	VW Touareg	262.0	7.3	39	15.2	749900	2015	5.0	3.0
2816	Mercedes E63	557.0	3.8	59	9.5	1249900	2014	5.0	5.5
2817	Skoda Octavia	140.0	9.6	217	18.9	99900	2011	5.0	2.0
2818	Volvo V60	190.0	7.3	8	17.2	424900	2018	5.0	2.0
2819	Hyundai i30	100.0	13.2	53	17.9	129900	2012	5.0	1.4
2820	Ford Focus	95.0	12.5	15	23.8	159900	2011	5.0	1.6
2821	Peugeot 2008	100.0	11.3	13	28.6	169900	2017	5.0	1.6
2822	Opel Corsa	90.0	13.2	11	20.0	134900	2016	5.0	1.4
2823	Mercedes S63	525.0	9.891626113304564	113	20.24215407216968	749900	2007	4.0	6.3
2824	Opel Corsa	85.0	13.6	25	19.6	119900	2014	5.0	1.2
2825	Citroën Grand	120.0	13.6	2	25.0	244800	2017	5.0	1.6
2826	Toyota Auris	126.0	10.3	96	19.2	114800	2011	5.0	2.0
2827	Seat Arona	115.0	11.1	3	20.0	264318	2018	5.0	1.0
2828	Mitsubishi Space	80.0	11.7	28	23.3	79900	2015	5.0	1.2
2829	Porsche Macan	400.0	4.8	0	10.9	2229968	2018	5.0	3.6
2830	Toyota Avensis	132.0	10.6	186	15.2	119800	2010	5.0	1.6
2831	BMW 530d	245.0	6.9	173	15.4	319900	2010	5.0	3.0
2832	DS DS	180.0	9.2	21	23.3	314900	2015	5.0	2.0
2833	Mercedes C220	170.0	8.1	61	25.0	369900	2014	4.0	2.2
2834	Skoda Octavia	115.0	10.1	15	24.4	249900	2018	5.0	1.6
2835	Opel Astra	105.0	11.7	5	23.3	209900	2017	5.0	1.0
2836	Audi A6	190.0	8.5	66	22.7	529900	2015	5.0	2.0
2837	VW Polo	90.0	10.8	11	21.3	164800	2017	5.0	1.2
2838	Volvo V60	181.0	7.6	62	26.3	299700	2015	5.0	2.0
2839	Ford S	140.0	10.2	112	17.9	239900	2012	5.0	2.0
2840	BMW 435i	306.0	5.0	44	12.0	689900	2015	5.0	3.0
2841	Citroën C3	82.0	12.3	37	23.3	99990	2016	5.0	1.2
2842	VW Touareg	262.0	7.3	39	15.2	749900	2015	5.0	3.0
2843	Mercedes E63	557.0	3.8	59	9.5	1249900	2014	5.0	5.5
2844	Skoda Octavia	140.0	9.6	217	18.9	99900	2011	5.0	2.0
2845	Volvo V60	190.0	7.3	8	17.2	424900	2018	5.0	2.0
2846	Hyundai i30	100.0	13.2	53	17.9	129900	2012	5.0	1.4
2847	Ford Focus	95.0	12.5	15	23.8	159900	2011	5.0	1.6
2848	Peugeot 2008	100.0	11.3	13	28.6	169900	2017	5.0	1.6
2849	Opel Corsa	90.0	13.2	11	20.0	134900	2016	5.0	1.4
2850	Mercedes S63	525.0	9.891626113304564	113	20.24215407216968	749900	2007	4.0	6.3
2851	Opel Corsa	85.0	13.6	25	19.6	119900	2014	5.0	1.2
2852	Citroën Grand	120.0	13.6	2	25.0	244800	2017	5.0	1.6
2853	Toyota Auris	126.0	10.3	96	19.2	114800	2011	5.0	2.0
2854	Seat Arona	115.0	11.1	3	20.0	264318	2018	5.0	1.0
2855	Mitsubishi Space	80.0	11.7	28	23.3	79900	2015	5.0	1.2
2856	Porsche Macan	400.0	4.8	0	10.9	2229968	2018	5.0	3.6
2857	Toyota Avensis	132.0	10.6	186	15.2	119800	2010	5.0	1.6
2858	BMW 530d	245.0	6.9	173	15.4	319900	2010	5.0	3.0
2859	DS DS	180.0	9.2	21	23.3	314900	2015	5.0	2.0
2860	Opel Insignia	140.0	12.2	105	12.8	129900	2010	5.0	1.8
2861	BMW 318d	143.0	9.2	161	22.2	267000	2014	5.0	2.0
2862	Mercedes C220	170.0	8.1	61	25.0	369900	2014	4.0	2.2
2863	Skoda Octavia	115.0	10.1	15	24.4	249900	2018	5.0	1.6
2864	Opel Astra	105.0	11.7	5	23.3	209900	2017	5.0	1.0
2865	Audi A6	190.0	8.5	66	22.7	529900	2015	5.0	2.0
2866	VW Polo	90.0	10.8	11	21.3	164800	2017	5.0	1.2
2867	Volvo V60	181.0	7.6	62	26.3	299700	2015	5.0	2.0
2868	Ford S	140.0	10.2	112	17.9	239900	2012	5.0	2.0
2869	BMW 435i	306.0	5.0	44	12.0	689900	2015	5.0	3.0
2870	Citroën C3	82.0	12.3	37	23.3	99990	2016	5.0	1.2
2871	VW Touareg	262.0	7.3	39	15.2	749900	2015	5.0	3.0
2872	Mercedes E63	557.0	3.8	59	9.5	1249900	2014	5.0	5.5
2873	Skoda Octavia	140.0	9.6	217	18.9	99900	2011	5.0	2.0
2874	Volvo V60	190.0	7.3	8	17.2	424900	2018	5.0	2.0
2875	Hyundai i30	100.0	13.2	53	17.9	129900	2012	5.0	1.4
2876	Ford Focus	95.0	12.5	15	23.8	159900	2011	5.0	1.6
2877	Peugeot 2008	100.0	11.3	13	28.6	169900	2017	5.0	1.6
2878	Opel Corsa	90.0	13.2	11	20.0	134900	2016	5.0	1.4
2879	Mercedes S63	525.0	9.891626113304564	113	20.24215407216968	749900	2007	4.0	6.3
2880	Opel Corsa	85.0	13.6	25	19.6	119900	2014	5.0	1.2
2881	Citroën Grand	120.0	13.6	2	25.0	244800	2017	5.0	1.6
2882	Toyota Auris	126.0	10.3	96	19.2	114800	2011	5.0	2.0
2883	Seat Arona	115.0	11.1	3	20.0	264318	2018	5.0	1.0
2884	Mitsubishi Space	80.0	11.7	28	23.3	79900	2015	5.0	1.2
2885	Porsche Macan	400.0	4.8	0	10.9	2229968	2018	5.0	3.6
2886	Toyota Avensis	132.0	10.6	186	15.2	119800	2010	5.0	1.6
2887	BMW 530d	245.0	6.9	173	15.4	319900	2010	5.0	3.0
2888	DS DS	180.0	9.2	21	23.3	314900	2015	5.0	2.0
2889	BMW 318d	143.0	9.2	161	22.2	267000	2014	5.0	2.0
2890	Mercedes C220	170.0	8.1	61	25.0	369900	2014	4.0	2.2
2891	Skoda Octavia	115.0	10.1	15	24.4	249900	2018	5.0	1.6
2892	Opel Astra	105.0	11.7	5	23.3	209900	2017	5.0	1.0
2893	Audi A6	190.0	8.5	66	22.7	529900	2015	5.0	2.0
2894	VW Polo	90.0	10.8	11	21.3	164800	2017	5.0	1.2
2895	Volvo V60	181.0	7.6	62	26.3	299700	2015	5.0	2.0
2896	Ford S	140.0	10.2	112	17.9	239900	2012	5.0	2.0
2897	BMW 435i	306.0	5.0	44	12.0	689900	2015	5.0	3.0
2898	Citroën C3	82.0	12.3	37	23.3	99990	2016	5.0	1.2
2899	VW Touareg	262.0	7.3	39	15.2	749900	2015	5.0	3.0
2900	Mercedes E63	557.0	3.8	59	9.5	1249900	2014	5.0	5.5
2901	Skoda Octavia	140.0	9.6	217	18.9	99900	2011	5.0	2.0
2902	Volvo V60	190.0	7.3	8	17.2	424900	2018	5.0	2.0
2903	Hyundai i30	100.0	13.2	53	17.9	129900	2012	5.0	1.4
2904	Ford Focus	95.0	12.5	15	23.8	159900	2011	5.0	1.6
2905	Peugeot 2008	100.0	11.3	13	28.6	169900	2017	5.0	1.6
2906	Opel Corsa	90.0	13.2	11	20.0	134900	2016	5.0	1.4
2907	Mercedes S63	525.0	9.891626113304564	113	20.24215407216968	749900	2007	4.0	6.3
2908	Opel Corsa	85.0	13.6	25	19.6	119900	2014	5.0	1.2
2909	Citroën Grand	120.0	13.6	2	25.0	244800	2017	5.0	1.6
2910	Toyota Auris	126.0	10.3	96	19.2	114800	2011	5.0	2.0
2911	Seat Arona	115.0	11.1	3	20.0	264318	2018	5.0	1.0
2912	Mitsubishi Space	80.0	11.7	28	23.3	79900	2015	5.0	1.2
2913	Porsche Macan	400.0	4.8	0	10.9	2229968	2018	5.0	3.6
2914	Toyota Avensis	132.0	10.6	186	15.2	119800	2010	5.0	1.6
2915	BMW 530d	245.0	6.9	173	15.4	319900	2010	5.0	3.0
2916	DS DS	180.0	9.2	21	23.3	314900	2015	5.0	2.0
2917	Mercedes C220	170.0	8.1	61	25.0	369900	2014	4.0	2.2
2918	Skoda Octavia	115.0	10.1	15	24.4	249900	2018	5.0	1.6
2919	Opel Astra	105.0	11.7	5	23.3	209900	2017	5.0	1.0
2920	Audi A6	190.0	8.5	66	22.7	529900	2015	5.0	2.0
2921	VW Polo	90.0	10.8	11	21.3	164800	2017	5.0	1.2
2922	Volvo V60	181.0	7.6	62	26.3	299700	2015	5.0	2.0
2923	Ford S	140.0	10.2	112	17.9	239900	2012	5.0	2.0
2924	BMW 435i	306.0	5.0	44	12.0	689900	2015	5.0	3.0
2925	Citroën C3	82.0	12.3	37	23.3	99990	2016	5.0	1.2
2926	VW Touareg	262.0	7.3	39	15.2	749900	2015	5.0	3.0
2927	Mercedes E63	557.0	3.8	59	9.5	1249900	2014	5.0	5.5
2928	Skoda Octavia	140.0	9.6	217	18.9	99900	2011	5.0	2.0
2929	Volvo V60	190.0	7.3	8	17.2	424900	2018	5.0	2.0
2930	Hyundai i30	100.0	13.2	53	17.9	129900	2012	5.0	1.4
