Ford C-MAX 1,5 TDC...siness 5d;120 HK;9.000;24,4 km/l;11,3 sek.;239.900 kr.;2016
Mercedes CLA200 1,... rban 4d;156 HK;54.000;18,2 km/l;8,6 sek.;279.900 kr.;2014
Kia Pro-Ceed 1,0 T...T-Line 3d;120 HK;4.000;20,4 km/l;11,1 sek.;199.800 kr.;2016
Renault Kadjar 1,5...10 Zen 5d;110 HK;8.000;26,3 km/l;11,9 sek.;239.900 kr.;2016
BMW 318d 2,0 Gran ...o aut. 5d;143 HK;117.000;20,8 km/l;9,6 sek.;299.800 kr.;2014
VW Golf VII 1,6 TD...ar BMT 5d;110 HK;41.000;26,3 km/l;10,5 sek.;224.800 kr.;2017
Honda Civic 1,8 i-... Sport 5d;142 HK;82.000;16,4 km/l;9,7 sek.;139.700 kr.;2013
Ford Fiesta 1,0 SC...00 Fun 5d;100 HK;5.000;23,3 km/l;12,2 sek.;174.900 kr.;2016
VW Passat CC 1,8 TSi 4d;160 HK;133.000;13,2 km/l;8,6 sek.;139.900 kr.;2008
Hyundai i30 1,6 CR...ctive+ 5d;110 HK;86.000;27,8 km/l;11,1 sek.;129.900 kr.;2015
Nissan Juke 1,5 dC...nnecta 5d;110 HK;20.000;25,0 km/l;11,2 sek.;189.900 kr.;2016
Hyundai Tucson 2,0... Trend 5d;136 HK;9.000;20,8 km/l;10,6 sek.;319.800 kr.;2017
Mercedes S500 5,0 aut. 4d;306 HK;220.000;8,4 km/l;6,5 sek.;139.900 kr.;1999
Opel Insignia 2,8 ...t. 4x4 4d;260 HK;103.000;9,1 km/l;7,1 sek.;169.900 kr.;2009
Mercedes E350 3,0 ...r aut. 5d;252 HK;150.000;17,2 km/l;6,9 sek.;494.800 kr.;2013
Ford Focus 1,5 TDC...st.car 5d;120 HK;22.000;26,3 km/l;10,7 sek.;204.900 kr.;2016
Ford Mondeo 2,0 TD...st.car 5d;140 HK;128.000;18,9 km/l;9,8 sek.;139.900 kr.;2012
Skoda Rapid 1,0 TS...bition 5d;110 HK;2.000;21,7 km/l;9,8 sek.;189.900 kr.;2018
Hyundai i30 1,6 CR...CW ISG 5d;110 HK;63.000;23,8 km/l;11,8 sek.;134.900 kr.;2014
BMW 525d 2,0 aut. 4d;218 HK;123.000;20,0 km/l;7,0 sek.;419.900 kr.;2012
Suzuki S-Cross 1,0...omfort 5d;112 HK;1.000;20,0 km/l;11,0 sek.;189.900 kr.;2018
Citroxebn C4 Pica...ensive 5d;115 HK;99.000;25,0 km/l;11,8 sek.;174.900 kr.;2013
Renault Kadjar 1,5...10 Zen 5d;110 HK;5.000;26,3 km/l;11,9 sek.;239.900 kr.;2016
Opel Insignia 1,5 ...T aut. 5d;165 HK;4.000;16,1 km/l;9,6 sek.;369.900 kr.;2018
Seat Altea 1,6 TDi...le eco 5d;105 HK;78.000;22,2 km/l;12,2 sek.;159.900 kr.;2013
Opel Insignia 2,0 ...ST eco 5d;120 HK;126.000;25,6 km/l;12,4 sek.;152.000 kr.;2013
Skoda Octavia 1,4 ...egance 5d;122 HK;125.000;15,9 km/l;9,7 sek.;109.900 kr.;2010
Peugeot 2008 1,6 B...re Sky 5d;100 HK;7.000;28,6 km/l;11,3 sek.;194.900 kr.;2017
Porsche Cayman S 3,4  2d;295 HK;72.000;9,4 km/l;5,4 sek.;439.900 kr.;2006
Opel Insignia 1,6 ...ion ST 5d;180 HK;120.000;12,7 km/l;9,3 sek.;149.800 kr.;2010
VW Tiguan 2,0 TDi ...SG BMT 5d;150 HK;12.000;20,8 km/l;9,3 sek.;429.900 kr.;2018
Kia Pro-Ceed 1,4 C... Style 3d;100 HK;4.000;17,9 km/l;12,7 sek.;149.800 kr.;2016
Ford C-MAX 1,0 SCT...25 Fun 5d;125 HK;11.000;19,6 km/l;11,4 sek.;229.900 kr.;2017
Kia Ceed 1,0 T-GDi...lim SW 5d;100 HK;5.000;20,0 km/l;13,1 sek.;180.000 kr.;2016
Kia Ceed 1,6 CRDi ...ted SW 5d;136 HK;13.000;25,6 km/l;10,5 sek.;234.900 kr.;2017
Opel Astra 1,4 T 1...ion ST 5d;150 HK;9.000;19,6 km/l;8,9 sek.;259.900 kr.;2017
Audi A6 allroad 3,... S-tr. 5d;245 HK;126.000;15,9 km/l;6,6 sek.;579.900 kr.;2012
Audi A4 2,0 TDi 15... Avant 5d;150 HK;129.000;21,3 km/l;9,5 sek.;239.900 kr.;2013
Kia Pro-Ceed 1,4 C... Style 3d;100 HK;3.000;17,9 km/l;12,7 sek.;149.900 kr.;2016
Volvo V90 2,0 D5 2...t. AWD 5d;235 HK;5.000;20,4 km/l;7,2 sek.;699.800 kr.;2018
Fiat 500C 1,2 Popstar 2d;69 HK;27.000;21,3 km/l;12,9 sek.;114.900 kr.;2014
Citroxebn C3 1,4 Family 5d;75 HK;160.000;16,1 km/l;13,6 sek.;29.900 kr.;2006
Hyundai i30 1,6 CR...CW ISG 5d;110 HK;57.000;23,8 km/l;11,8 sek.;114.900 kr.;2013
Skoda Octavia 1,2 ... Style 5d;110 HK;31.000;20,4 km/l;10,3 sek.;209.700 kr.;2016
Subaru Legacy 2,0 ...on AWD 5d;150 HK;165.000;16,4 km/l;9,6 sek.;179.800 kr.;2011
VW Tiguan 2,0 TSi ...DSG 4M 5d;210 HK;75.000;11,9 km/l;7,3 sek.;339.900 kr.;2015
Toyota Auris 1,8 H...TS CVT 5d;136 HK;8.000;-;11,2 sek.;244.900 kr.;2017
Mercedes C220 2,2 ...r aut. 5d;170 HK;127.000;22,7 km/l;7,6 sek.;369.800 kr.;2015
Opel Insignia 2,0 ...o aut. 4d;160 HK;111.000;16,7 km/l;9,6 sek.;169.900 kr.;2011
Skoda Octavia 2,0 ...bi DSG 5d;150 HK;96.000;22,2 km/l;8,7 sek.;199.900 kr.;2015
Audi Q3 2,0 TDi 140 5d;140 HK;133.000;19,2 km/l;9,9 sek.;234.900 kr.;2014
Audi Q3 2,0 TDi 140 5d;140 HK;133.000;19,2 km/l;9,9 sek.;234.900 kr.;2014
BMW X1 2,0 sDrive18d 5d;143 HK;83.000;20,4 km/l;9,6 sek.;249.900 kr.;2014
Peugeot 207 1,6 TH...ort CC 2d;150 HK;117.000;13,9 km/l;8,6 sek.;84.900 kr.;2007
Renault Kadjar 1,5...10 Zen 5d;110 HK;6.000;26,3 km/l;11,9 sek.;239.900 kr.;2016
Renault Clio IV 0,...ession 5d;90 HK;148.000;22,2 km/l;12,2 sek.;74.900 kr.;2012
Kia Rio 1,4 CRDi 9...Active 5d;90 HK;81.000;26,3 km/l;14,2 sek.;99.700 kr.;2012
Renault Kadjar 1,5...10 Zen 5d;110 HK;2.000;26,3 km/l;11,9 sek.;239.900 kr.;2016
Hyundai i30 1,6 CR...st.car 5d;110 HK;13.000;26,3 km/l;11,3 sek.;244.900 kr.;2017
Hyundai Tucson 2,0... Trend 5d;136 HK;10.000;20,8 km/l;10,6 sek.;299.900 kr.;2017
Mercedes E220 2,2 ...G aut. 4d;170 HK;91.000;20,4 km/l;8,4 sek.;459.900 kr.;2014
Ford Focus 1,0 SCT...st.car 5d;125 HK;20.000;20,8 km/l;11,2 sek.;214.900 kr.;2017
VW Polo 1,2 TSi 90...ne BMT 5d;90 HK;40.000;21,3 km/l;10,8 sek.;147.900 kr.;2017
Volvo XC60 2,4 D5 ...t. AWD 5d;215 HK;122.000;15,6 km/l;8,3 sek.;449.900 kr.;2014
Kia Ceed 1,6 CRDi ...ive SW 5d;115 HK;76.000;22,2 km/l;11,7 sek.;84.900 kr.;2010
Jeep Wrangler nli...a aut. 4d;200 HK;129.000;11,4 km/l;10,7 sek.;159.900 kr.;2011
Renault Kadjar 1,5...10 Zen 5d;110 HK;7.000;26,3 km/l;11,9 sek.;239.900 kr.;2016
VW Golf Sportsvan ...rtline 5d;125 HK;11.000;17,9 km/l;9,9 sek.;269.900 kr.;2015
Audi A3 1,6 TDi Ambiente 4d;105 HK;33.000;26,3 km/l;10,9 sek.;239.900 kr.;2014
VW Polo 1,2 TSi 90...fe DSG 5d;90 HK;48.000;18,9 km/l;10,9 sek.;159.800 kr.;2014
Ford Focus 1,6 TDC...st.car 5d;115 HK;150.000;23,8 km/l;11,0 sek.;124.800 kr.;2012
VW Passat 1,6 TDi ...ne BMT 4d;105 HK;181.000;23,3 km/l;12,2 sek.;123.900 kr.;2011
Audi A6 2,0 TDi 19... S-tr. 5d;190 HK;72.000;21,7 km/l;8,5 sek.;409.900 kr.;2014
Mazda 6 2,0 Sky-G ...r aut. 5d;165 HK;128.000;16,7 km/l;10,2 sek.;219.900 kr.;2013
Fiat Panda 0,9 Twi...Lounge 5d;85 HK;89.000;23,8 km/l;12,0 sek.;54.800 kr.;2012
Audi R8 4,2 FSi Co... R-tr. 2d;420 HK;70.000;7,5 km/l;4,6 sek.;879.900 kr.;2009
Suzuki S-Cross 1,6...Active 5d;120 HK;8.000;23,8 km/l;12,0 sek.;209.900 kr.;2015
BMW 118d 2,0  5d;150 HK;51.000;24,4 km/l;8,3 sek.;239.900 kr.;2015
Skoda Rapid 1,0 TS...bition 5d;110 HK;5.000;21,7 km/l;9,8 sek.;194.900 kr.;2018
Mercedes E220 d 2,...e aut. 4d;194 HK;33.000;23,3 km/l;7,3 sek.;699.900 kr.;2017
VW Polo 1,6 TDi 90...ne BMT 5d;90 HK;70.000;27,0 km/l;11,5 sek.;119.900 kr.;2012
Kia Rio 1,2 CVVT Active 5d;86 HK;76.000;21,3 km/l;13,1 sek.;79.900 kr.;2013
Citroxebn Grand C...R+ E6G 5d;143 HK;228.000;12,5 km/l;11,5 sek.;44.900 kr.;2007
Audi A3 2,0 TDi 18.... S-tr 5d;184 HK;94.000;20,4 km/l;6,9 sek.;329.900 kr.;2015
Mazda 2 1,3 84 Tak...dition 5d;84 HK;53.000;20,0 km/l;13,6 sek.;79.900 kr.;2011
Audi A6 allroad 3,... S-tr. 5d;218 HK;61.000;17,9 km/l;7,3 sek.;649.900 kr.;2015
Toyota Verso 1,8 V...m 7prs 5d;147 HK;10.000;14,9 km/l;10,4 sek.;269.900 kr.;2016
Hyundai i30 1,6 CR... Life+ 5d;110 HK;8.000;27,0 km/l;11,0 sek.;204.700 kr.;2017
Skoda Fabia 1,4 TD... Combi 5d;105 HK;29.000;27,0 km/l;10,2 sek.;159.900 kr.;2016
Fiat 500 0,9 TwinA...Lounge 3d;80 HK;3.000;26,3 km/l;11,0 sek.;129.800 kr.;2017
VW Golf VII 1,4 TS...ne DSG 5d;125 HK;14.000;19,6 km/l;9,1 sek.;259.800 kr.;2018
BMW 318d 2,0 Touring 5d;143 HK;79.000;22,2 km/l;9,2 sek.;246.900 kr.;2013
Mercedes C220 2,2 ...lueTEC 4d;170 HK;128.000;25,0 km/l;8,1 sek.;272.000 kr.;2014
Toyota Avensis 1,8... Touch 5d;147 HK;52.000;15,2 km/l;9,7 sek.;184.900 kr.;2012
Fiat 500 0,9 TwinAir 85 3d;85 HK;78.000;24,4 km/l;11,0 sek.;64.900 kr.;2011
VW p! 1,0 TSi 90 ...p! BMT 5d;90 HK;2.000;22,7 km/l;9,9 sek.;164.900 kr.;2017
Fiat 500 1,2 Lounge 3d;69 HK;80.000;20,8 km/l;12,9 sek.;84.900 kr.;2014
Kia Ceed 1,6 CRDi ...ive SW 5d;115 HK;128.000;22,2 km/l;11,7 sek.;79.900 kr.;2011
VW Golf VII 1,6 TD...le BMT 5d;110 HK;38.000;26,3 km/l;10,5 sek.;217.000 kr.;2016
BMW 320i 2,0 Touri...g aut. 5d;184 HK;79.000;16,4 km/l;7,5 sek.;307.000 kr.;2013
Ford B-MAX 1,0 SCT...tanium 5d;120 HK;47.000;20,4 km/l;11,2 sek.;149.000 kr.;2013
Skoda Fabia 1,2 TD...bition 5d;75 HK;147.000;25,6 km/l;14,2 sek.;69.900 kr.;2012
Citroxebn C4 1,6 ...R Pack 5d;150 HK;129.000;14,5 km/l;9,2 sek.;69.900 kr.;2009
Opel Insignia 2,0 ...ST eco 5d;140 HK;128.000;25,6 km/l;11,0 sek.;174.900 kr.;2014
VW Touran 1,6 TDi ...ne BMT 5d;110 HK;27.000;22,7 km/l;11,9 sek.;349.900 kr.;2016
Audi A4 2,0 TDi 13...S-line 4d;136 HK;207.000;22,2 km/l;9,5 sek.;209.900 kr.;2014
Ford Focus 1,0 SCT...tanium 5d;125 HK;17.000;21,3 km/l;11,0 sek.;199.800 kr.;2017
Citroxebn C5 2,0i...eekend 5d;138 HK;327.000;11,9 km/l;11,0 sek.;9.000 kr.;2003
Skoda Superb 2,0 T...bition 5d;140 HK;153.000;16,9 km/l;10,2 sek.;109.900 kr.;2008
Opel Meriva 1,3 CD... Enjoy 5d;75 HK;122.000;20,4 km/l;16,9 sek.;89.900 kr.;2011
VW Touran 1,6 TDi ...ne BMT 5d;110 HK;41.000;22,7 km/l;11,9 sek.;319.900 kr.;2016
Suzuki Swift 1,2 D...t Club 5d;90 HK;48.000;22,7 km/l;12,3 sek.;129.900 kr.;2015
Hyundai i30 1,4 T-...nd DCT 5d;140 HK;6.000;18,2 km/l;9,2 sek.;239.700 kr.;2017
VW Golf VI 1,4 TSi...et DSG 2d;160 HK;85.000;15,9 km/l;8,4 sek.;224.900 kr.;2012
Skoda Rapid 1,2 TS...ort SB 5d;105 HK;37.000;19,6 km/l;10,2 sek.;139.900 kr.;2015
Mercedes ML320 3,0...t. 4-M 5d;224 HK;295.000;10,4 km/l;8,6 sek.;209.800 kr.;2009
VW Passat 2,0 TDi ...i. BMT 5d;140 HK;109.000;21,7 km/l;10,0 sek.;179.900 kr.;2012
Renault Captur 1,2...ns EDC 5d;120 HK;17.000;18,2 km/l;10,6 sek.;219.900 kr.;2017
BMW 435i 3,0 Coup...9 aut. 2d;306 HK;18.000;13,9 km/l;5,1 sek.;569.900 kr.;2014
Seat Leon 1,2 TSi ...nce ST 5d;86 HK;69.000;19,2 km/l;12,1 sek.;159.900 kr.;2014
Peugeot 5008 2,0 H...e 7prs 5d;150 HK;93.000;18,5 km/l;10,0 sek.;164.900 kr.;2012
Nissan Note 1,4 Tekna 5d;88 HK;104.000;16,9 km/l;13,1 sek.;89.800 kr.;2012
Hyundai i30 1,4 T-...ar DCT 5d;140 HK;5.000;18,2 km/l;9,5 sek.;289.900 kr.;2017
Audi A6 2,0 TDi 19... S-tr. 4d;190 HK;103.000;23,8 km/l;8,2 sek.;399.900 kr.;2015
Nissan Qashqai 1,2...nnecta 5d;115 HK;7.000;17,9 km/l;11,3 sek.;249.900 kr.;2017
Renault Scenic III...on ESM 5d;110 HK;61.000;24,4 km/l;12,5 sek.;169.900 kr.;2014
Mini Cooper 1,5 136 aut. 3d;136 HK;37.000;21,3 km/l;7,8 sek.;219.900 kr.;2015
VW Passat 1,4 TSi ...i. DSG 5d;150 HK;18.000;19,6 km/l;8,6 sek.;319.500 kr.;2017
VW Golf VII 1,6 TD...DSG BM 5d;105 HK;92.000;25,0 km/l;11,0 sek.;199.900 kr.;2014
Ferrari 575M 5,7 M...anello 2d;515 HK;16.000;4,6 km/l;4,3 sek.;849.800 kr.;2004
Audi Q5 2,0 TDi 17... S-tr. 5d;177 HK;77.000;16,4 km/l;9,0 sek.;447.000 kr.;2014
VW Jetta 1,6 TDi 1...ne BMT 4d;105 HK;54.000;23,8 km/l;11,7 sek.;189.800 kr.;2013
Opel Insignia 2,0 ...ST eco 5d;140 HK;71.000;25,6 km/l;11,0 sek.;189.800 kr.;2014
VW Polo 1,4 TSi 15...GT DSG 5d;150 HK;3.000;21,3 km/l;7,8 sek.;229.900 kr.;2016
Citroxebn Grand C...k 7prs 5d;110 HK;179.000;17,9 km/l;14,5 sek.;69.800 kr.;2009
VW Passat 2,0 TDi ...i. BMT 5d;140 HK;68.000;21,7 km/l;10,0 sek.;189.800 kr.;2012
Nissan Leaf  Acenta 5d;109 HK;1.000;-;11,5 sek.;199.900 kr.;2017
Renault Clio IV 0,...90 Zen 5d;90 HK;12.000;23,8 km/l;-;129.900 kr.;2017
Audi A4 2,0 TDi 13... Avant 5d;136 HK;158.000;21,3 km/l;9,8 sek.;209.900 kr.;2014
Audi A6 3,0 TDi 20... S-tr. 5d;204 HK;44.000;17,2 km/l;7,2 sek.;529.900 kr.;2014
Nissan X-Trail 1,6... X-tr. 5d;130 HK;15.000;19,6 km/l;11,4 sek.;289.700 kr.;2014
Honda CR-V 1,6 i-D...ce 4WD 5d;160 HK;29.000;20,4 km/l;9,6 sek.;289.900 kr.;2015
Honda Civic 1,8 i-...e aut. 5d;142 HK;28.000;15,6 km/l;11,4 sek.;214.900 kr.;2016
Mazda 6 2,2 Sky-D ...r aut. 5d;150 HK;8.000;20,4 km/l;10,0 sek.;319.900 kr.;2017
Mercedes ML320 3,0...t. 4-M 5d;224 HK;263.000;10,8 km/l;8,6 sek.;249.900 kr.;2008
Hyundai ix20 1,4 C...rt ISG 5d;78 HK;95.000;23,3 km/l;15,5 sek.;89.900 kr.;2013
Skoda Octavia 2,0 ...ce DSG 5d;150 HK;134.000;22,2 km/l;8,6 sek.;192.800 kr.;2015
Peugeot 307 1,6 XR...st.car 5d;110 HK;168.000;13,0 km/l;11,9 sek.;18.500 kr.;2004
Suzuki Vitara 1,4 ...S aut. 5d;140 HK;34.000;19,2 km/l;9,5 sek.;239.900 kr.;2016
BMW 530d 3,0 Touri...g aut. 5d;245 HK;200.000;15,9 km/l;6,4 sek.;299.900 kr.;2010
Audi A6 allroad 3,... S-tr. 5d;218 HK;61.000;17,9 km/l;7,3 sek.;649.900 kr.;2015
Toyota Verso 1,8 V...m 7prs 5d;147 HK;10.000;14,9 km/l;10,4 sek.;269.900 kr.;2016
Hyundai i30 1,6 CR... Life+ 5d;110 HK;8.000;27,0 km/l;11,0 sek.;204.700 kr.;2017
Skoda Fabia 1,4 TD... Combi 5d;105 HK;29.000;27,0 km/l;10,2 sek.;159.900 kr.;2016
Mazda 3 2,0 Sky-G ...ptimum 4d;120 HK;8.000;19,6 km/l;8,8 sek.;238.900 kr.;2017
Fiat 500 0,9 TwinA...Lounge 3d;80 HK;3.000;26,3 km/l;11,0 sek.;129.800 kr.;2017
VW Golf VII 1,4 TS...ne DSG 5d;125 HK;14.000;19,6 km/l;9,1 sek.;259.800 kr.;2018
BMW 318d 2,0 Touring 5d;143 HK;79.000;22,2 km/l;9,2 sek.;246.900 kr.;2013
Mercedes C220 2,2 ...lueTEC 4d;170 HK;128.000;25,0 km/l;8,1 sek.;272.000 kr.;2014
Toyota Avensis 1,8... Touch 5d;147 HK;52.000;15,2 km/l;9,7 sek.;184.900 kr.;2012
Fiat 500 0,9 TwinAir 85 3d;85 HK;78.000;24,4 km/l;11,0 sek.;64.900 kr.;2011
VW p! 1,0 TSi 90 ...p! BMT 5d;90 HK;2.000;22,7 km/l;9,9 sek.;164.900 kr.;2017
Fiat 500 1,2 Lounge 3d;69 HK;80.000;20,8 km/l;12,9 sek.;84.900 kr.;2014
Kia Ceed 1,6 CRDi ...ive SW 5d;115 HK;128.000;22,2 km/l;11,7 sek.;79.900 kr.;2011
VW Golf VII 1,6 TD...le BMT 5d;110 HK;38.000;26,3 km/l;10,5 sek.;217.000 kr.;2016
BMW 320i 2,0 Touri...g aut. 5d;184 HK;79.000;16,4 km/l;7,5 sek.;307.000 kr.;2013
Ford B-MAX 1,0 SCT...tanium 5d;120 HK;47.000;20,4 km/l;11,2 sek.;149.000 kr.;2013
Skoda Fabia 1,2 TD...bition 5d;75 HK;147.000;25,6 km/l;14,2 sek.;69.900 kr.;2012
Citroxebn C4 1,6 ...R Pack 5d;150 HK;129.000;14,5 km/l;9,2 sek.;69.900 kr.;2009
Opel Insignia 2,0 ...ST eco 5d;140 HK;128.000;25,6 km/l;11,0 sek.;174.900 kr.;2014
VW Touran 1,6 TDi ...ne BMT 5d;110 HK;27.000;22,7 km/l;11,9 sek.;349.900 kr.;2016
Audi A4 2,0 TDi 13...S-line 4d;136 HK;207.000;22,2 km/l;9,5 sek.;209.900 kr.;2014
Ford Focus 1,0 SCT...tanium 5d;125 HK;17.000;21,3 km/l;11,0 sek.;199.800 kr.;2017
Citroxebn C5 2,0i...eekend 5d;138 HK;327.000;11,9 km/l;11,0 sek.;9.000 kr.;2003
Skoda Superb 2,0 T...bition 5d;140 HK;153.000;16,9 km/l;10,2 sek.;109.900 kr.;2008
Opel Meriva 1,3 CD... Enjoy 5d;75 HK;122.000;20,4 km/l;16,9 sek.;89.900 kr.;2011
Hyundai i20 Active... Trend 5d;90 HK;5.000;23,8 km/l;12,3 sek.;184.700 kr.;2017
Ford Mondeo 2,0 TD...st.car 5d;140 HK;129.000;21,7 km/l;9,8 sek.;168.900 kr.;2014
Hyundai i30 1,4 T-...ar DCT 5d;140 HK;13.000;18,2 km/l;9,5 sek.;269.900 kr.;2017
Peugeot 508 2,0 Bl...W EAT6 5d;180 HK;60.000;23,8 km/l;8,6 sek.;349.900 kr.;2016
Honda Civic 1,6 i-...omfort 5d;120 HK;18.000;27,8 km/l;10,5 sek.;189.900 kr.;2016
BMW 520d 2,0 Touri...g aut. 5d;190 HK;32.000;22,2 km/l;8,0 sek.;449.900 kr.;2015
BMW 530d 3,0 Touri...g aut. 5d;245 HK;189.000;15,9 km/l;6,4 sek.;379.900 kr.;2011
VW Golf VII 1,6 TD...ne BMT 5d;105 HK;187.000;26,3 km/l;10,7 sek.;124.600 kr.;2013
Toyota Auris 1,8 H...TS CVT 5d;136 HK;45.000;-;11,2 sek.;209.800 kr.;2015
Suzuki Ignis 1,2 D...enture 5d;90 HK;2.000;21,7 km/l;12,2 sek.;156.900 kr.;2017
VW Golf Plus 2,0 T...ne DSG 5d;140 HK;106.000;16,1 km/l;9,7 sek.;119.900 kr.;2008
Peugeot 3008 1,6 B...Active 5d;120 HK;8.000;24,4 km/l;12,0 sek.;294.900 kr.;2016
Audi Q5 2,0 TFSi 1...uattro 5d;180 HK;207.000;12,3 km/l;8,5 sek.;309.900 kr.;2012
Opel Astra 1,4 T 1...joy ST 5d;140 HK;47.000;17,2 km/l;10,5 sek.;179.900 kr.;2015
Audi A4 1,8 TFSi 1... Avant 5d;120 HK;64.000;15,2 km/l;10,8 sek.;254.900 kr.;2014
Ford Galaxy 2,0 TD...0 Ghia 5d;140 HK;145.000;17,9 km/l;10,6 sek.;229.900 kr.;2011
Ford Focus 1,6 TDC...st.car 5d;115 HK;92.000;23,8 km/l;11,0 sek.;129.800 kr.;2011
BMW 320d 2,0 ED 4d;163 HK;76.000;24,4 km/l;8,0 sek.;234.900 kr.;2013
Hyundai i20 Active...Vision 5d;100 HK;1.000;22,2 km/l;10,9 sek.;179.900 kr.;2017
Peugeot 208 1,2 VT...Active 5d;82 HK;26.000;22,2 km/l;12,2 sek.;119.900 kr.;2014
Peugeot 2008 1,2 e...y EAT6 5d;110 HK;1.000;20,8 km/l;-;244.900 kr.;2017
VW Passat 1,6 TDi ...ne BMT 4d;105 HK;146.000;23,3 km/l;12,2 sek.;144.900 kr.;2011
Chevrolet Cruze 2,...163 LS 4d;163 HK;164.000;17,9 km/l;8,7 sek.;84.800 kr.;2011
Suzuki Ignis 1,2 D...t Club 5d;90 HK;1.000;21,7 km/l;12,2 sek.;127.900 kr.;2017
Audi A1 1,0 TFSi 9... S-tr. 5d;95 HK;27.000;22,7 km/l;11,1 sek.;219.900 kr.;2016
Honda CR-V 1,6 i-D...t. 4WD 5d;160 HK;12.000;19,6 km/l;10,0 sek.;384.900 kr.;2017
Audi A7 3,0 TDi 31...Tiptr. 5d;313 HK;82.000;15,6 km/l;5,3 sek.;699.800 kr.;2014
VW Touran 2,0 TDi ...T 7prs 5d;140 HK;98.000;19,2 km/l;9,9 sek.;199.600 kr.;2012
BMW X1 2,0 sDrive18d 5d;150 HK;5.000;24,4 km/l;9,2 sek.;369.900 kr.;2017
Renault Clio IV 0,...90 Zen 5d;90 HK;12.000;23,8 km/l;-;129.900 kr.;2017
Audi A4 2,0 TDi 13... Avant 5d;136 HK;158.000;21,3 km/l;9,8 sek.;209.900 kr.;2014
Audi A6 3,0 TDi 20... S-tr. 5d;204 HK;44.000;17,2 km/l;7,2 sek.;529.900 kr.;2014
Nissan X-Trail 1,6... X-tr. 5d;130 HK;15.000;19,6 km/l;11,4 sek.;289.700 kr.;2014
Honda CR-V 1,6 i-D...ce 4WD 5d;160 HK;29.000;20,4 km/l;9,6 sek.;289.900 kr.;2015
Honda Civic 1,8 i-...e aut. 5d;142 HK;28.000;15,6 km/l;11,4 sek.;214.900 kr.;2016
Mazda 6 2,2 Sky-D ...r aut. 5d;150 HK;8.000;20,4 km/l;10,0 sek.;319.900 kr.;2017
Mercedes ML320 3,0...t. 4-M 5d;224 HK;263.000;10,8 km/l;8,6 sek.;249.900 kr.;2008
Opel Corsa 1,3 CDT...mo eco 5d;95 HK;149.000;27,8 km/l;12,3 sek.;49.999 kr.;2011
Hyundai ix20 1,4 C...rt ISG 5d;78 HK;95.000;23,3 km/l;15,5 sek.;89.900 kr.;2013
Skoda Octavia 2,0 ...ce DSG 5d;150 HK;134.000;22,2 km/l;8,6 sek.;192.800 kr.;2015
Peugeot 307 1,6 XR...st.car 5d;110 HK;168.000;13,0 km/l;11,9 sek.;18.500 kr.;2004
Suzuki Vitara 1,4 ...S aut. 5d;140 HK;34.000;19,2 km/l;9,5 sek.;239.900 kr.;2016
BMW 530d 3,0 Touri...g aut. 5d;245 HK;200.000;15,9 km/l;6,4 sek.;299.900 kr.;2010
Renault Twingo 1,0...ession 5d;70 HK;5.000;23,8 km/l;14,5 sek.;117.800 kr.;2017
Hyundai i30 1,0 T-...st.car 5d;120 HK;5.000;19,2 km/l;11,4 sek.;249.900 kr.;2017
Opel Corsa 1,0 T 9... Enjoy 5d;90 HK;0;21,7 km/l;11,9 sek.;156.893 kr.;2017
Honda Accord 2,2 i...Tourer 5d;150 HK;217.000;17,2 km/l;10,0 sek.;109.900 kr.;2009
VW Golf VII 1,4 TS...ne BMT 5d;125 HK;13.000;19,2 km/l;9,1 sek.;239.900 kr.;2015
Renault Kadjar 1,6...0 Bose 5d;130 HK;25.000;22,2 km/l;9,9 sek.;259.900 kr.;2016
Mercedes E200 2,2 ...st.car 5d;136 HK;114.000;19,2 km/l;10,9 sek.;399.900 kr.;2013
Toyota Aygo 1,0 Pl...omfort 5d;68 HK;127.000;22,2 km/l;14,2 sek.;36.500 kr.;2009
DS DS 3 1,6 BlueHD... Sport 3d;100 HK;5.000;33,3 km/l;10,8 sek.;199.900 kr.;2016
VW Caddy 1,6 TDi 1...SG BMT 4d;102 HK;116.000;18,5 km/l;13,0 sek.;159.900 kr.;2013
Opel Astra 1,6 CDT...joy ST 5d;136 HK;26.000;26,3 km/l;10,1 sek.;214.900 kr.;2016
Opel Insignia 2,0 ...T aut. 5d;195 HK;147.000;17,2 km/l;9,0 sek.;214.900 kr.;2014
BMW 420d 2,0 Gran ...9 aut. 5d;184 HK;32.000;21,7 km/l;7,5 sek.;389.900 kr.;2015
Seat Leon 1,4 TSi ...ST DSG 5d;150 HK;12.000;20,4 km/l;7,9 sek.;249.900 kr.;2017
VW New Beetle 2,0 ...ghline 2d;115 HK;139.000;11,5 km/l;11,3 sek.;59.900 kr.;1999
VW Touran 1,6 TDi ...BMT 7p 5d;105 HK;158.000;21,7 km/l;12,8 sek.;194.900 kr.;2015
VW Golf VII 1,4 TS...ne DSG 5d;125 HK;17.000;19,6 km/l;9,1 sek.;249.900 kr.;2018
Renault Clio IV 0,...imited 5d;90 HK;12.000;21,7 km/l;12,2 sek.;144.900 kr.;2016
Renault Clio III 1...ntique 5d;75 HK;55.000;17,2 km/l;13,4 sek.;Ring;2011
Audi A5 2,0 TDi 19...ltitr. 5d;190 HK;69.000;22,2 km/l;7,8 sek.;449.900 kr.;2014
